source_id,organisation,topic,title,source_url,accessed_at,HTTP_status,raw_file,cleaned_file,word_count,character_count,content_hash,extraction_method,collection_status,review_status,error_message
SM_LONE_LGBTQ_001,Student Minds,loneliness,Tackling loneliness through my LGBTQIA+ society,https://www.studentminds.org.uk/student-stories/tackling-loneliness-through-my-lgbtqia-society/,2026-07-23T20:58:18Z,200.0,knowledge_base/raw/SM_LONE_LGBTQ_001.html,knowledge_base/cleaned/SM_LONE_LGBTQ_001.md,878,4646,2225fab650f46ee5c87091d34598969a40e8f23fac5cb464ccbef62c8a2e3e0d,beautifulsoup_main_content_selectors,success,pending,
BATH_LONE_001,University of Bath,loneliness,Student Support,https://www.bath.ac.uk/guides/student-loneliness-a-guide-for-academic-and-support-staff/,2026-07-23T20:58:19Z,200.0,knowledge_base/raw/BATH_LONE_001.html,knowledge_base/cleaned/BATH_LONE_001.md,961,5628,102b0c1f4331c396b06f454963b11569c6a204d26b960ef873680968bcfd091e,beautifulsoup_main_content_selectors,success,pending,
NHS_EMM_LONE_001,NHS Every Mind Matters,loneliness,Dealing with loneliness,https://www.nhs.uk/every-mind-matters/lifes-challenges/loneliness/,2026-07-23T20:58:19Z,200.0,knowledge_base/raw/NHS_EMM_LONE_001.html,knowledge_base/cleaned/NHS_EMM_LONE_001.md,1629,9460,de229369eac2145771b14540736db53a6f55679f5628ad0031bcd866f96d1a0e,beautifulsoup_main_content_selectors,success,pending,
MHF_LONE_001,Mental Health Foundation,loneliness,A student guide to loneliness,https://www.mentalhealth.org.uk/explore-mental-health/publications/student-guide-loneliness,2026-07-23T20:58:19Z,200.0,knowledge_base/raw/MHF_LONE_001.html,knowledge_base/cleaned/MHF_LONE_001.md,196,1155,e71b5a2a2ce846922546fe4ad026b1011481e27cc363788a7d0f073eab84228c,beautifulsoup_main_content_selectors,success,pending,
SM_MOVE_001,Student Minds,student_transition,Moving away from home and mental health,https://www.studentminds.org.uk/student-stories/moving-away-from-home-and-mental-health/,2026-07-23T20:58:19Z,200.0,knowledge_base/raw/SM_MOVE_001.html,knowledge_base/cleaned/SM_MOVE_001.md,1043,5983,18d50245504d73194971a346ca700d699b43eefb7228d0307d0764c924b0dc26,beautifulsoup_main_content_selectors,success,pending,
MIND_ANX_UNDER_001,Mind,anxiety,Understanding anxiety,https://www.mind.org.uk/information-support/types-of-mental-health-problems/anxiety-problems/understanding-anxiety/,2026-07-23T21:00:31Z,403.0,,,0,0,,,failed,pending,HTTP 403
MIND_ANX_MANAGE_001,Mind,anxiety,How to manage anxiety and worry,https://www.mind.org.uk/information-support/types-of-mental-health-problems/anxiety-problems/how-to-manage-anxiety-and-worry/,2026-07-23T21:00:37Z,403.0,,,0,0,,,failed,pending,HTTP 403
MIND_ANX_HUB_001,Mind,anxiety,Anxiety problems overview,https://www.mind.org.uk/information-support/types-of-mental-health-problems/anxiety-problems/,2026-07-23T21:00:44Z,403.0,,,0,0,,,failed,pending,HTTP 403
YM_ANX_001,YoungMinds,anxiety,Anxiety,https://www.youngminds.org.uk/young-person/mental-health-conditions/anxiety/,2026-07-23T21:00:50Z,200.0,knowledge_base/raw/YM_ANX_001.html,knowledge_base/cleaned/YM_ANX_001.md,3851,22303,82f18246c19e437535dde8ceae82ec201cf26541c9662c75d1ba9c7b8b87989a,beautifulsoup_main_content_selectors,success,pending,
NHS_SCOT_ANX_DEAL_001,NHS Inform Scotland,anxiety,Dealing with anxiety,https://www.nhsinform.scot/mind-to-mind/dealing-with-anxiety/,2026-07-23T21:00:50Z,200.0,knowledge_base/raw/NHS_SCOT_ANX_DEAL_001.html,knowledge_base/cleaned/NHS_SCOT_ANX_DEAL_001.md,352,2045,59bf40759f6cc72fafb511ad51e2353c08dd1c06412076fcc0cc57c45057c60f,beautifulsoup_main_content_selectors,success,pending,
HARVARD_ANX_001,Harvard Health Publishing,anxiety,Recognizing and easing the physical symptoms of anxiety,https://www.health.harvard.edu/mind-and-mood/recognizing-and-easing-the-physical-symptoms-of-anxiety,2026-07-23T21:00:51Z,200.0,knowledge_base/raw/HARVARD_ANX_001.html,knowledge_base/cleaned/HARVARD_ANX_001.md,830,5009,ef2c3d97cce78007d2fe9ef6001f1c229ab15cf9248f297fbd021d25d85b8709,beautifulsoup_main_content_selectors,success,pending,
MHF_ANX_001,Mental Health Foundation,anxiety,How to manage fear and anxiety,https://www.mentalhealth.org.uk/how-overcome-anxiety-and-fear,2026-07-23T21:00:52Z,200.0,knowledge_base/raw/MHF_ANX_001.html,knowledge_base/cleaned/MHF_ANX_001.md,2079,12845,12b38db3a3e06eee8d36380d026513e67b4e2902c913b0a70bf850f952a83906,beautifulsoup_main_content_selectors,success,pending,
MNT_ANX_FOG_001,Medical News Today,anxiety,What to know about anxiety and brain fog,https://www.medicalnewstoday.com/articles/anxiety-and-brain-fog,2026-07-23T21:00:52Z,200.0,knowledge_base/raw/MNT_ANX_FOG_001.html,knowledge_base/cleaned/MNT_ANX_FOG_001.md,1006,6251,6ee87d5a464fe0979892c2e1ae8418f3e1fd0975a12d95e679c71b4e7d21fa35,beautifulsoup_main_content_selectors,success,pending,
ANXIETYUK_001,Anxiety UK,anxiety,Home - Anxiety UK,https://www.anxietyuk.org.uk/,2026-07-23T21:04:08Z,200.0,knowledge_base/raw/ANXIETYUK_001.html,knowledge_base/cleaned/ANXIETYUK_001.md,135,854,efb5dd0c340dd3e53baa4c6473dd1fa0e3a96e01ceb72cab78781edcf1850f2d,beautifulsoup_main_content_selectors,success,pending,
MDAND_ANX_001,MD Anderson Cancer Center,anxiety,7 anxiety hacks: How to manage stress and worry in the moment,https://www.mdanderson.org/cancerwise/anxiety-hacks--7-tools-to-manage-stress-and-worry-in-the-moment.h00-159537378.html,2026-07-23T21:04:09Z,200.0,knowledge_base/raw/MDAND_ANX_001.html,,13,63,1275e6af80647f6676c74473afbe4952b1df6655c4daa1bd05115093a7e1577c,beautifulsoup_main_content_selectors,failed,pending,Extracted text too short (13 words; minimum 80)
VWM_ANX_001,Verywell Mind,anxiety,Manage your anxiety,https://www.verywellmind.com/manage-your-anxiety-2584184,2026-07-23T21:04:10Z,403.0,,,0,0,,,failed,pending,HTTP 403
SHEFFMIND_ANX_001,Sheffield Mind,anxiety,What is Anxiety?,https://www.sheffieldmind.co.uk/anxiety,2026-07-23T21:04:18Z,200.0,knowledge_base/raw/SHEFFMIND_ANX_001.html,,4,18,132af1fd5e84104e7722a1d0e1285430c5dcb3d0a0863a87bbbb6d5047ec29ab,beautifulsoup_main_content_selectors,failed,pending,Extracted text too short (4 words; minimum 80)
MIND_ANX_SYMP_001,Mind,anxiety,Symptoms of anxiety,https://www.mind.org.uk/information-support/types-of-mental-health-problems/anxiety-problems/symptoms-of-anxiety/,2026-07-23T21:04:18Z,403.0,,,0,0,,,failed,pending,HTTP 403
MAYO_STRESS_001,Mayo Clinic,stress,Stress management,https://www.mayoclinic.org/healthy-lifestyle/stress-management/in-depth/stress/art-20046037,2026-07-23T21:04:25Z,403.0,,,0,0,,,failed,pending,HTTP 403
NHS_EMM_HOME_001,NHS Every Mind Matters,mental_wellbeing,Helping you to take care of your mental wellbeing,https://www.nhs.uk/every-mind-matters/,2026-07-23T21:04:31Z,200.0,knowledge_base/raw/NHS_EMM_HOME_001.html,knowledge_base/cleaned/NHS_EMM_HOME_001.md,207,1164,352703d9aeea4b17e6d9114c382c7689363bb339e0ee59b9a8fa3906544b8fd7,beautifulsoup_main_content_selectors,success,pending,
MIND_DEP_ABOUT_001,Mind,depression,About depression,https://www.mind.org.uk/information-support/types-of-mental-health-problems/depression/about-depression/,2026-07-23T21:06:34Z,403.0,,,0,0,,,failed,pending,HTTP 403
MIND_DEP_HUB_001,Mind,depression,Depression overview,https://www.mind.org.uk/information-support/types-of-mental-health-problems/depression/,2026-07-23T21:06:41Z,403.0,,,0,0,,,failed,pending,HTTP 403
MIND_DEP_SELF_001,Mind,depression,Depression self-care,https://www.mind.org.uk/information-support/types-of-mental-health-problems/depression/self-care/,2026-07-23T21:06:47Z,403.0,,,0,0,,,failed,pending,HTTP 403
NHS_SCOT_DEP_001,NHS Inform Scotland,depression,Depression,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/depression/,2026-07-23T21:06:54Z,200.0,knowledge_base/raw/NHS_SCOT_DEP_001.html,knowledge_base/cleaned/NHS_SCOT_DEP_001.md,1412,8664,97e1c4327bf04489e2fa02087b844ead0c69631df5b7b9821b16247f5069898c,beautifulsoup_main_content_selectors,success,pending,
NHS_EMM_LOWMOOD_001,NHS Every Mind Matters,low_mood,Low mood and depression,https://www.nhs.uk/every-mind-matters/mental-health-issues/low-mood/,2026-07-23T21:06:55Z,200.0,knowledge_base/raw/NHS_EMM_LOWMOOD_001.html,knowledge_base/cleaned/NHS_EMM_LOWMOOD_001.md,888,5092,62ede8a809df53586517577f746754c9e82b0827b5193f50f51c2e5a94cddf6e,beautifulsoup_main_content_selectors,success,pending,
HARVARD_DEP_001,Harvard Health Publishing,depression,What causes depression?,https://www.health.harvard.edu/mind-and-mood/what-causes-depression,2026-07-23T21:06:55Z,200.0,knowledge_base/raw/HARVARD_DEP_001.html,knowledge_base/cleaned/HARVARD_DEP_001.md,1053,6705,54c118860d9b3134382f3808eb363e175a6dc1fdb5ab243390e11940538483dd,beautifulsoup_main_content_selectors,success,pending,
SAM_PHONE_001,Samaritans,crisis_contact,"Talk to us on the phone

Pilot

This is a new service. For urgent support please call 116 123.",https://www.samaritans.org/how-we-can-help/contact-samaritan/talk-us-phone/,2026-07-23T21:08:09Z,200.0,knowledge_base/raw/SAM_PHONE_001.html,knowledge_base/cleaned/SAM_PHONE_001.md,1764,9667,12ef37dd12999f94317e0f265538ea1d8a8b3b5b4ebbd28badaae5fdb9f4e05f,beautifulsoup_main_content_selectors,success,pending,
SAM_THOUGHTS_001,Samaritans,suicidal_thoughts,What are suicidal thoughts?,https://www.samaritans.org/how-we-can-help/if-youre-worried-about-someone-else/what-are-suicidal-thoughts/,2026-07-23T21:08:10Z,200.0,knowledge_base/raw/SAM_THOUGHTS_001.html,knowledge_base/cleaned/SAM_THOUGHTS_001.md,1105,6350,a16f720e8c3c144e34af2e42e586d6fd0f7c2628512d659e5f1abc12aba69284,beautifulsoup_main_content_selectors,success,pending,
SAM_HOME_001,Samaritans,crisis_support,Samaritans,https://www.samaritans.org/,2026-07-23T21:08:10Z,200.0,knowledge_base/raw/SAM_HOME_001.html,knowledge_base/cleaned/SAM_HOME_001.md,613,3686,e4a1f35edabe12c11666efd366b378d71846f5f9fc6522be11863ca7bdeefe75,beautifulsoup_main_content_selectors,success,pending,
SAM_SUPPORT_001,Samaritans,suicidal_thoughts,Supporting someone with suicidal thoughts,https://www.samaritans.org/how-we-can-help/if-youre-worried-about-someone-else/supporting-someone-suicidal-thoughts/,2026-07-23T21:08:11Z,200.0,knowledge_base/raw/SAM_SUPPORT_001.html,knowledge_base/cleaned/SAM_SUPPORT_001.md,231,1331,87b28a9b0f50757e0490e9f5051e447a5aec7081b984b91b8f70802f1bb3887d,beautifulsoup_main_content_selectors,success,pending,
NHS_SUICIDE_HELP_001,NHS,suicidal_thoughts,Help for suicidal thoughts,https://www.nhs.uk/mental-health/feelings-symptoms-behaviours/behaviours/help-for-suicidal-thoughts/,2026-07-23T21:08:11Z,200.0,knowledge_base/raw/NHS_SUICIDE_HELP_001.html,knowledge_base/cleaned/NHS_SUICIDE_HELP_001.md,610,3311,248aee47728a5aa4c2f631e3219d95e8f2aeb01e4292997f7fc89bf67e79dd6b,beautifulsoup_main_content_selectors,success,pending,
SAM_NEWS_001,Samaritans,suicidal_thoughts,Suicidal thoughts more common than many realise as new Samaritans survey reveals public attitudes to ‘taboo’ subject,https://www.samaritans.org/news/suicidal-thoughts-more-common-than-many-realise-new-samaritans-survey-reveals/,2026-07-23T21:08:11Z,200.0,knowledge_base/raw/SAM_NEWS_001.html,knowledge_base/cleaned/SAM_NEWS_001.md,955,5793,2f43124f690ed58eec058d908c9ff4ac1450ca1bf2b0f6e1462243fcf5554cd7,beautifulsoup_main_content_selectors,success,pending,
SAM_INTERRUPT_001,Samaritans,suicidal_thoughts,How to interrupt someone’s suicidal thoughts,https://www.samaritans.org/how-we-can-help/if-youre-worried-about-someone-else/how-to-interrupt-someones-suicidal-thoughts-guide/,2026-07-23T21:08:12Z,200.0,knowledge_base/raw/SAM_INTERRUPT_001.html,knowledge_base/cleaned/SAM_INTERRUPT_001.md,261,1603,f13eb95fd83eef6d91457254584f7bbecc6eb5878e3e92fc3f50d4b0c6bbb279,beautifulsoup_main_content_selectors,success,pending,
SAM_SAFETY_PLAN_001,Samaritans,safety_planning,Supporting someone with suicidal thoughts,https://www.samaritans.org/how-we-can-help/if-youre-worried-about-someone-else/supporting-someone-suicidal-thoughts/creating-safety-plan/,2026-07-23T21:08:12Z,200.0,knowledge_base/raw/SAM_SAFETY_PLAN_001.html,knowledge_base/cleaned/SAM_SAFETY_PLAN_001.md,406,2371,8241b694e923935a48fbf3c786ee0883a8ad0975f3d7690c6d27ad09e5ca2178,beautifulsoup_main_content_selectors,success,pending,
SAMHOPE_US_001,Samaritans Hope (US),suicidal_thoughts,Feeling Suicidal?,https://samaritanshope.org/get-help/feeling-suicidal/,2026-07-23T21:08:13Z,200.0,knowledge_base/raw/SAMHOPE_US_001.html,knowledge_base/cleaned/SAMHOPE_US_001.md,1203,7033,4d1a10460a427e38094df9a04f8ab17158e61fcb38fcfda835f7c680ec24c68c,beautifulsoup_main_content_selectors,success,pending,
NHS_STRESS_001,NHS,stress,Stress,https://www.nhs.uk/mental-health/feelings-symptoms-behaviours/feelings-and-symptoms/stress/,2026-07-23T21:10:01Z,200.0,knowledge_base/raw/NHS_STRESS_001.html,knowledge_base/cleaned/NHS_STRESS_001.md,1122,6337,9907e01f88806f968b5fe540a7facbf6bcb40b6cbf228483f7f4d4aec02215ce,beautifulsoup_main_content_selectors,success,pending,
NHS_EMP_STRESS_001,NHS Employers,stress,Supporting our NHS people experiencing stress,https://www.nhsemployers.org/articles/supporting-our-nhs-people-experiencing-stress,2026-07-23T21:10:01Z,200.0,knowledge_base/raw/NHS_EMP_STRESS_001.html,knowledge_base/cleaned/NHS_EMP_STRESS_001.md,5921,39667,e36ed39a05387f68ef306516eb7cd07315fbed25f98c118a462696bcc59e10f6,beautifulsoup_main_content_selectors,success,pending,
NHS_SCOT_STRESS_001,NHS Inform Scotland,stress,What to do if you are struggling with stress,https://www.nhsinform.scot/healthy-living/mental-wellbeing/stress/what-to-do-if-you-are-struggling-with-stress/,2026-07-23T21:10:02Z,200.0,knowledge_base/raw/NHS_SCOT_STRESS_001.html,knowledge_base/cleaned/NHS_SCOT_STRESS_001.md,804,4507,ad0389aece5e25851c986767d0bfae2c69b8ba41fd15a67044bb69ecc0c9994a,beautifulsoup_main_content_selectors,success,pending,
CNTW_STRESS_001,Cumbria Northumberland Tyne and Wear NHS Foundation Trust,stress,Stress,https://selfhelp.cntw.nhs.uk/self-help-guides/stress,2026-07-23T21:10:02Z,200.0,knowledge_base/raw/CNTW_STRESS_001.html,,9,49,8dd4515a15af44fa745bc02b263d1759b829f463e233ad407ec20e9f8c5e22a9,beautifulsoup_main_content_selectors,failed,pending,Extracted text too short (9 words; minimum 80)
NHS_CYP_HUB_001,NHS,children_young_people,"Mental health for children, teenagers and young adults",https://www.nhs.uk/mental-health/children-and-young-adults/,2026-07-23T21:10:03Z,200.0,knowledge_base/raw/NHS_CYP_HUB_001.html,knowledge_base/cleaned/NHS_CYP_HUB_001.md,194,1293,ec44c64aafd19128cd13c1e906547b60167da1d34104a09d2d51d4b562cb1f39,beautifulsoup_main_content_selectors,success,pending,
YM_STATS_001,YoungMinds,mental_health_statistics,Mental health statistics,https://www.youngminds.org.uk/about-us/media-centre/mental-health-statistics/,2026-07-23T21:10:03Z,200.0,knowledge_base/raw/YM_STATS_001.html,knowledge_base/cleaned/YM_STATS_001.md,650,3795,1e06dfe37081da5356fe326ac83b8537f044fd4dd973e3eec47b1e9d05474888,beautifulsoup_main_content_selectors,success,pending,
HT_ANX_YP_001,Healthier Together,anxiety,Anxiety and worry – young person,https://www.healthiertogether.nhs.uk/young-person/anxiety-worry,2026-07-23T21:10:04Z,403.0,,,0,0,,,failed,pending,HTTP 403
UWE_WELL_001,UWE Bristol,student_wellbeing,Wellbeing Service,https://www.uwe.ac.uk/life/health-and-wellbeing/get-wellbeing-support/wellbeing-service,2026-07-23T21:10:46Z,200.0,knowledge_base/raw/UWE_WELL_001.html,knowledge_base/cleaned/UWE_WELL_001.md,2049,12899,45425c73e22c3da336fe2757ca08e6ffe361b2331fb36c41f4b0c81b9d15f0a3,beautifulsoup_main_content_selectors,success,pending,
UWE_WELL_CONTACT_001,UWE Bristol,student_wellbeing,Contact the Wellbeing Service,https://www.uwe.ac.uk/life/health-and-wellbeing/get-wellbeing-support/contact-us,2026-07-23T21:10:46Z,200.0,knowledge_base/raw/UWE_WELL_CONTACT_001.html,knowledge_base/cleaned/UWE_WELL_CONTACT_001.md,353,1985,abb820367fa11621cef7576b96aa1e13fc78affb436948d7459e6744202f1284,beautifulsoup_main_content_selectors,success,pending,
LIT_BIPOLAR_FUNC_2018,Acta Psychiatrica Scandinavica,bipolar_disorder,Factors associated with poor functional,local:knowledge_base/incoming/LIT_BIPOLAR_FUNC_2018.pdf,2026-08-23T22:35:17Z,200.0,knowledge_base/raw/LIT_BIPOLAR_FUNC_2018.pdf,knowledge_base/cleaned/LIT_BIPOLAR_FUNC_2018.md,7237,49417,46253b1a8d28940573df4e5f30d0ee711a6a8cb4d4f65a67845656629ec4843b,pypdf_page_text,success,pending,
LIT_CF_DEP_ANX_2025,Jornal Brasileiro de Pneumologia,depression_anxiety,Depression and anxiety in adolescents with cystic fibrosis in Brazil (2025),local:knowledge_base/incoming/LIT_CF_DEP_ANX_2025.pdf,2026-08-23T22:35:18Z,200.0,knowledge_base/raw/LIT_CF_DEP_ANX_2025.pdf,knowledge_base/cleaned/LIT_CF_DEP_ANX_2025.md,7115,49350,2f31a141cb77b36c5713e417cf1f2f6719924f5f9a9f4078974f95b36a5b1dff,pypdf_page_text,success,pending,
LIT_DEP_BIOPSYCHOSPIRITUAL_2015,Journal of Bahá'í Studies,depression,"Published in the Journal of Bahá’í Studies Vol. 25, number 4 (2015)",local:knowledge_base/incoming/LIT_DEP_BIOPSYCHOSPIRITUAL_2015.pdf,2026-08-23T22:35:18Z,200.0,knowledge_base/raw/LIT_DEP_BIOPSYCHOSPIRITUAL_2015.pdf,knowledge_base/cleaned/LIT_DEP_BIOPSYCHOSPIRITUAL_2015.md,15101,100939,aab1ff6315d6434ee4608b7a6aa20eb548fd4543c1130375b55ba247aa447d70,pypdf_page_text,success,pending,
LIT_ALI_ANX_FINLAND_2025,Psychiatria Fennica,anxiety,Cognitive behavioural intervention for child and adolescent anxiety ALI in Finnish student welfare (Mellenius et al. 2025),local:knowledge_base/incoming/LIT_ALI_ANX_FINLAND_2025.pdf,2026-08-23T22:35:18Z,200.0,knowledge_base/raw/LIT_ALI_ANX_FINLAND_2025.pdf,knowledge_base/cleaned/LIT_ALI_ANX_FINLAND_2025.md,11102,79032,9727346a36171fd419dbb5ddb84f33742b4aac0e9595d05cf1937c3f838808b0,pypdf_page_text,success,pending,
